91001,34.194489,-118.138263
91006,34.136258,-118.026704
91007,34.128284,-118.047732
91008,34.153159,-117.968818
91010,34.141586,-117.957627
91011,34.222119,-118.205306
91016,34.152800,-118.000482
91020,34.211341,-118.230652
91024,34.168771,-118.050216
91030,34.108957,-118.156615
91040,34.261962,-118.336078
91042,34.322618,-118.237570
91046,34.211452,-118.241036
91101,34.146671,-118.139455
91103,34.169538,-118.164941
91104,34.165356,-118.123751
91105,34.139460,-118.166649
91106,34.139402,-118.128658
91107,34.155533,-118.086178
91108,34.122671,-118.112911
91201,34.170510,-118.289463
91202,34.168366,-118.267771
91203,34.153338,-118.262974
91204,34.136194,-118.260934
91205,34.136580,-118.245839
91206,34.160359,-118.213769
91207,34.181293,-118.260277
91208,34.185666,-118.239494
91210,34.144557,-118.256507
91214,34.236302,-118.249185
91301,34.123286,-118.758541
91302,34.123305,-118.671025
91303,34.198292,-118.600913
91304,34.224196,-118.632394
91306,34.209532,-118.577563
91307,34.200834,-118.664900
91311,34.293338,-118.603118
91316,34.160236,-118.515472
91320,34.175969,-118.945127
91321,34.368110,-118.489038
91324,34.238208,-118.550290
91325,34.237519,-118.517712
91326,34.281486,-118.556005
91330,34.247532,-118.526076
91331,34.255442,-118.421314
91335,34.200175,-118.540958
91340,34.286687,-118.435080
91342,34.326584,-118.382261
91343,34.237912,-118.482306
91344,34.294615,-118.507001
91345,34.265879,-118.456748
91350,34.440891,-118.501747
91351,34.441596,-118.448109
91352,34.230854,-118.365856
91354,34.465755,-118.553789
91355,34.439855,-118.644401
91356,34.155097,-118.547553
91360,34.212805,-118.882179
91361,34.136077,-118.888919
91362,34.193326,-118.818684
91364,34.154040,-118.593153
91367,34.177311,-118.615704
91371,34.184616,-118.576125
91377,34.184975,-118.766918
91381,34.384697,-118.647244
91384,34.506627,-118.699048
91387,34.402509,-118.363427
91390,34.545587,-118.420095
91401,34.178483,-118.431791
91402,34.222506,-118.444689
91403,34.147149,-118.463365
91405,34.199824,-118.447609
91406,34.195685,-118.490752
91411,34.178522,-118.459234
91423,34.148617,-118.433298
91436,34.149588,-118.489708
91501,34.204400,-118.287527
91502,34.176817,-118.309323
91504,34.204568,-118.326365
91505,34.173885,-118.346937
91506,34.169706,-118.323548
91601,34.169200,-118.372498
91602,34.150818,-118.368159
91604,34.140822,-118.392864
91605,34.207341,-118.400973
91606,34.185767,-118.388323
91607,34.165783,-118.399795
91608,34.138761,-118.350933
91701,34.137564,-117.599945
91702,34.280333,-117.866141
91706,34.097410,-117.968269
91708,33.952902,-117.639325
91709,33.963723,-117.738596
91710,34.004468,-117.684697
91711,34.128066,-117.714773
91722,34.097345,-117.906736
91723,34.084747,-117.886844
91724,34.080444,-117.854734
91730,34.100970,-117.578820
91731,34.078573,-118.043456
91732,34.073420,-118.015345
91733,34.046243,-118.053748
91737,34.152583,-117.577707
91739,34.172754,-117.521243
91740,34.119367,-117.855054
91741,34.156529,-117.841605
91744,34.031415,-117.936470
91745,33.999005,-117.972146
91746,34.044416,-117.985366
91748,33.974883,-117.900676
91750,34.180010,-117.773939
91752,33.996484,-117.531269
91754,34.052922,-118.143465
91755,34.050965,-118.114394
91759,34.263636,-117.699470
91761,34.035602,-117.591528
91762,34.059410,-117.674011
91763,34.072329,-117.698315
91764,34.074087,-117.605618
91765,33.986270,-117.821282
91766,34.042286,-117.756106
91767,34.083086,-117.737997
91768,34.063516,-117.790379
91770,34.065493,-118.084529
91773,34.110186,-117.810390
91775,34.115273,-118.088266
91776,34.090776,-118.095091
91780,34.102077,-118.057754
91784,34.141146,-117.655583
91786,34.105282,-117.662035
91789,34.018195,-117.854821
91790,34.066964,-117.937007
91791,34.061624,-117.892235
91792,34.022581,-117.902359
91801,34.090728,-118.127527
91803,34.074736,-118.145959
91901,32.808563,-116.710076
91902,32.665762,-117.018657
91905,32.678070,-116.306851
91906,32.654821,-116.465541
91910,32.637868,-117.058031
91911,32.608185,-117.054512
91913,32.619459,-116.985820
91914,32.674004,-116.943932
91915,32.623185,-116.949053
91916,32.887989,-116.621354
91917,32.608865,-116.719660
91931,32.846363,-116.557729
91932,32.573755,-117.120872
91934,32.648992,-116.152565
91935,32.721919,-116.788204
91941,32.759333,-116.997247
91942,32.777999,-117.021511
91945,32.733168,-117.034176
91948,32.866646,-116.448325
91950,32.670646,-117.094668
91962,32.735124,-116.415161
91963,32.626231,-116.610020
91977,32.726237,-116.994318
91978,32.724154,-116.940093
91980,32.588866,-116.619172
92003,33.285274,-117.197777
92004,33.142077,-116.106046
92007,33.023250,-117.274923
92008,33.147294,-117.322181
92009,33.095470,-117.243882
92010,33.158500,-117.277163
92011,33.107582,-117.292182
92014,32.963199,-117.250309
92019,32.776012,-116.880634
92020,32.795508,-116.969747
92021,32.838798,-116.869956
92024,33.056022,-117.259900
92025,33.102005,-117.080419
92026,33.212444,-117.116098
92027,33.131156,-116.976997
92028,33.390477,-117.209427
92029,33.082400,-117.127641
92036,33.022474,-116.493688
92037,32.856347,-117.250058
92040,32.908915,-116.891975
92054,33.195534,-117.354538
92055,33.387723,-117.444758
92056,33.201242,-117.296984
92057,33.254619,-117.283341
92058,33.343438,-117.317250
92059,33.376467,-117.066121
92060,33.346808,-116.853215
92061,33.298504,-116.924783
92064,32.983606,-117.019035
92065,33.053006,-116.850651
92066,33.219365,-116.535247
92067,33.020908,-117.190346
92069,33.170775,-117.158676
92070,33.147090,-116.717453
92071,32.852358,-116.987842
92075,32.997248,-117.260580
92078,33.117154,-117.180627
92081,33.164374,-117.240270
92082,33.253548,-117.003366
92083,33.197840,-117.248203
92084,33.219935,-117.202606
92086,33.323221,-116.665930
92091,33.015927,-117.243517
92101,32.724103,-117.170912
92102,32.716220,-117.117057
92103,32.747415,-117.166883
92104,32.741501,-117.127948
92105,32.737827,-117.092673
92106,32.710818,-117.237613
92107,32.739055,-117.245404
92108,32.774046,-117.142454
92109,32.786772,-117.234207
92110,32.765244,-117.200391
92111,32.806476,-117.168879
92113,32.696716,-117.117881
92114,32.707756,-117.055095
92115,32.764998,-117.073641
92116,32.764971,-117.123145
92117,32.824572,-117.199518
92118,32.699234,-117.209642
92119,32.817888,-117.031956
92120,32.794714,-117.071764
92121,32.899592,-117.201203
92122,32.861727,-117.171224
92123,32.806794,-117.134930
92124,32.823766,-117.092378
92126,32.908449,-117.141380
92127,33.011833,-117.132686
92128,32.999818,-117.071808
92129,32.966920,-117.126158
92130,32.945791,-117.214366
92131,32.886070,-117.085982
92132,32.713608,-117.172089
92134,32.724223,-117.146587
92135,32.697543,-117.192775
92139,32.679888,-117.048890
92140,32.739496,-117.197401
92145,32.930554,-117.008063
92147,32.724880,-117.219962
92154,32.557022,-117.006214
92155,32.674984,-117.161726
92173,32.553021,-117.042454
92201,33.710984,-116.204844
92203,33.753959,-116.246487
92210,33.692217,-116.341248
92211,33.765401,-116.334205
92220,33.948948,-116.832362
92222,32.785826,-114.545506
92223,33.948255,-116.987839
92225,33.736458,-114.687973
92227,32.990121,-115.358757
92230,33.910412,-116.765723
92231,32.687552,-115.541028
92233,33.172881,-115.553769
92234,33.818256,-116.466743
92236,33.686145,-116.172918
92239,33.762149,-115.466100
92240,33.951540,-116.520104
92241,33.842584,-116.292900
92242,34.163216,-114.319121
92243,32.770197,-115.598590
92249,32.725583,-115.472680
92250,32.777241,-115.127641
92251,32.881449,-115.675459
92252,34.168333,-116.288431
92253,33.641767,-116.273943
